# tools/reflection/engine_split.py 1.0.0 -- authoritative UE 5.4.4 module name set at changelist 35576357 (++UE5+Release-5.4, research/unreal/engine-version.json), read from Engine/Source/**/*.Build.cs and Engine/Plugins/**/*.uplugin
# 1841 distinct names: 653 from Engine/Source (1:1 with 653 *.Build.cs files), 1188 distinct from Engine/Plugins (from 609 *.uplugin files' Modules[] arrays)
module_name	source_kind	evidence_file	evidence_line
MediaPlayerEditor	uplugin	Engine/Plugins/Media/MediaPlayerEditor/MediaPlayerEditor.uplugin	20
MediaUtils	build.cs	Engine/Source/Runtime/MediaUtils/MediaUtils.Build.cs	5
MegascansPlugin	uplugin	Engine/Plugins/Bridge/Bridge.uplugin	33
MemoryUsageQueries	uplugin	Engine/Plugins/MemoryUsageQueries/MemoryUsageQueries.uplugin	21
Merge	build.cs	Engine/Source/Developer/Merge/Merge.Build.cs	5
MergeActors	build.cs	Engine/Source/Editor/MergeActors/MergeActors.Build.cs	5
MeshBoneReduction	build.cs	Engine/Source/Developer/MeshBoneReduction/MeshBoneReduction.Build.cs	6
MeshBuilder	build.cs	Engine/Source/Developer/MeshBuilder/MeshBuilder.Build.cs	6
MeshBuilderCommon	build.cs	Engine/Source/Developer/MeshBuilderCommon/MeshBuilderCommon.Build.cs	6
MeshConversion	build.cs	Engine/Source/Runtime/MeshConversion/MeshConversion.Build.cs	5
MeshConversionEngineTypes	build.cs	Engine/Source/Runtime/MeshConversionEngineTypes/MeshConversionEngineTypes.Build.cs	5
MeshDescription	build.cs	Engine/Source/Runtime/MeshDescription/MeshDescription.Build.cs	5
MeshDescriptionOperations	build.cs	Engine/Source/Developer/MeshDescriptionOperations/MeshDescriptionOperations.Build.cs	5
MeshLODToolset	uplugin	Engine/Plugins/Editor/MeshLODToolset/MeshLODToolset.uplugin	19
MeshMergeUtilities	build.cs	Engine/Source/Developer/MeshMergeUtilities/MeshMergeUtilities.Build.cs	6
MeshModelingTools	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	19
MeshModelingToolsEditorOnly	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	24
MeshModelingToolsEditorOnlyExp	uplugin	Engine/Plugins/Experimental/MeshModelingToolsetExp/MeshModelingToolsetExp.uplugin	24
MeshModelingToolsExp	uplugin	Engine/Plugins/Experimental/MeshModelingToolsetExp/MeshModelingToolsetExp.uplugin	19
MeshPaint	build.cs	Engine/Source/Editor/MeshPaint/MeshPaint.Build.cs	5
MeshPaintEditorMode	uplugin	Engine/Plugins/MeshPainting/MeshPainting.uplugin	19
MeshPaintingToolset	uplugin	Engine/Plugins/MeshPainting/MeshPainting.uplugin	24
MeshReductionInterface	build.cs	Engine/Source/Developer/MeshReductionInterface/MeshReductionInterface.Build.cs	6
MeshUtilities	build.cs	Engine/Source/Developer/MeshUtilities/MeshUtilities.Build.cs	6
MeshUtilitiesCommon	build.cs	Engine/Source/Runtime/MeshUtilitiesCommon/MeshUtilitiesCommon.Build.cs	9
MeshUtilitiesEngine	build.cs	Engine/Source/Developer/MeshUtilitiesEngine/MeshUtilitiesEngine.Build.cs	6
MessageLog	build.cs	Engine/Source/Developer/MessageLog/MessageLog.Build.cs	5
Messaging	build.cs	Engine/Source/Runtime/Messaging/Messaging.Build.cs	5
MessagingCommon	build.cs	Engine/Source/Runtime/MessagingCommon/MessagingCommon.Build.cs	5
MessagingDebugger	uplugin	Engine/Plugins/Messaging/MessagingDebugger/MessagingDebugger.uplugin	17
MessagingRpc	build.cs	Engine/Source/Runtime/MessagingRpc/MessagingRpc.Build.cs	5
MetaHumanProjectUtilities	uplugin	Engine/Plugins/Experimental/MetaHuman/MetaHumanProjectUtilities/MetaHumanProjectUtilities.uplugin	17
MetalCPP	build.cs	Engine/Source/ThirdParty/MetalCPP/MetalCPP.Build.cs	4
MetalRHI	build.cs	Engine/Source/Runtime/Apple/MetalRHI/MetalRHI.Build.cs	6
MetalShaderConverter	build.cs	Engine/Source/ThirdParty/Apple/MetalShaderConverter/MetalShaderConverter.build.cs	11
MetalShaderFormat	build.cs	Engine/Source/Developer/Apple/MetalShaderFormat/MetalShaderFormat.Build.cs	6
MetasoundEditor	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	49
MetasoundEngine	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	39
MetasoundEngineTest	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	44
MetasoundFrontend	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	29
MetasoundGenerator	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	24
MetasoundGraphCore	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	19
MetasoundStandardNodes	uplugin	Engine/Plugins/Runtime/Metasound/Metasound.uplugin	34
MfMedia	uplugin	Engine/Plugins/Media/MfMedia/MfMedia.uplugin	20
MfMediaEditor	uplugin	Engine/Plugins/Media/MfMedia/MfMedia.uplugin	27
MfMediaFactory	uplugin	Engine/Plugins/Media/MfMedia/MfMedia.uplugin	32
MicrosoftSpatialSound	uplugin	Engine/Plugins/Runtime/MicrosoftSpatialAudio/MicroSoftSpatialSound.uplugin	21
MikkTSpace	build.cs	Engine/Source/ThirdParty/MikkTSpace/MikkTSpace.build.cs	4
MixedRealityCaptureFramework	uplugin	Engine/Plugins/Runtime/MixedRealityCaptureFramework/MixedRealityCaptureFramework.uplugin	21
MobileFSR	uplugin	Engine/Plugins/Runtime/MobileFSR/MobileFSR.uplugin	22
MobileLauncherProfileWizard	uplugin	Engine/Plugins/Editor/MobileLauncherProfileWizard/MobileLauncherProfileWizard.uplugin	20
MobilePatchingUtils	uplugin	Engine/Plugins/Runtime/MobilePatchingUtils/MobilePatchingUtils.uplugin	20
ModelViewViewModel	uplugin	Engine/Plugins/Runtime/ModelViewViewModel/ModelViewViewModel.uplugin	19
ModelViewViewModelBlueprint	uplugin	Engine/Plugins/Runtime/ModelViewViewModel/ModelViewViewModel.uplugin	25
ModelViewViewModelDebugger	uplugin	Engine/Plugins/Runtime/ModelViewViewModel/ModelViewViewModel.uplugin	35
ModelViewViewModelDebuggerEditor	uplugin	Engine/Plugins/Runtime/ModelViewViewModel/ModelViewViewModel.uplugin	40
ModelViewViewModelEditor	uplugin	Engine/Plugins/Runtime/ModelViewViewModel/ModelViewViewModel.uplugin	30
ModelingComponents	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	29
ModelingComponentsEditorOnly	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	34
ModelingEditorUI	uplugin	Engine/Plugins/Experimental/MeshModelingToolsetExp/MeshModelingToolsetExp.uplugin	35
ModelingOperators	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	39
ModelingOperatorsEditorOnly	uplugin	Engine/Plugins/Runtime/MeshModelingToolset/MeshModelingToolset.uplugin	44
ModelingToolsEditorMode	uplugin	Engine/Plugins/Editor/ModelingToolsEditorMode/ModelingToolsEditorMode.uplugin	18
ModularGameplay	uplugin	Engine/Plugins/Runtime/ModularGameplay/ModularGameplay.uplugin	19
MotionTrajectory	uplugin	Engine/Plugins/Experimental/Animation/MotionTrajectory/MotionTrajectory.uplugin	20
MotionWarping	uplugin	Engine/Plugins/Animation/MotionWarping/MotionWarping.uplugin	20
MotoSynth	uplugin	Engine/Plugins/Experimental/MotoSynth/MotoSynth.uplugin	20
MotoSynthEditor	uplugin	Engine/Plugins/Experimental/MotoSynth/MotoSynth.uplugin	25
MotorSimOutputMotoSynth	uplugin	Engine/Plugins/Experimental/MotorSimOutputMotoSynth/MotorSimOutputMotoSynth.uplugin	19
Mover	uplugin	Engine/Plugins/Experimental/Mover/Mover.uplugin	19
MoverEditor	uplugin	Engine/Plugins/Experimental/Mover/Mover.uplugin	24
MoverExamples	uplugin	Engine/Plugins/Experimental/MoverExamples/MoverExamples.uplugin	20
MoverTests	uplugin	Engine/Plugins/Experimental/MoverTests/MoverTests.uplugin	19
MoviePipelineMaskRenderPass	uplugin	Engine/Plugins/MovieScene/MoviePipelineMaskRenderPass/MoviePipelineMaskRenderPass.uplugin	30
MoviePlayer	build.cs	Engine/Source/Runtime/MoviePlayer/MoviePlayer.Build.cs	5
MoviePlayerProxy	build.cs	Engine/Source/Runtime/MoviePlayerProxy/MoviePlayerProxy.Build.cs	5
MovieRenderPipelineCore	uplugin	Engine/Plugins/MovieScene/MovieRenderPipeline/MovieRenderPipeline.uplugin	53
MovieRenderPipelineEditor	uplugin	Engine/Plugins/MovieScene/MovieRenderPipeline/MovieRenderPipeline.uplugin	71
MovieRenderPipelineRenderPasses	uplugin	Engine/Plugins/MovieScene/MovieRenderPipeline/MovieRenderPipeline.uplugin	65
MovieRenderPipelineSettings	uplugin	Engine/Plugins/MovieScene/MovieRenderPipeline/MovieRenderPipeline.uplugin	59
MovieScene	build.cs	Engine/Source/Runtime/MovieScene/MovieScene.Build.cs	5
MovieSceneCapture	build.cs	Engine/Source/Runtime/MovieSceneCapture/MovieSceneCapture.Build.cs	5
MovieSceneCaptureDialog	build.cs	Engine/Source/Editor/MovieSceneCaptureDialog/MovieSceneCaptureDialog.Build.cs	5
MovieSceneTextTrack	uplugin	Engine/Plugins/MovieScene/MovieSceneTextTrack/MovieSceneTextTrack.uplugin	19
MovieSceneTextTrackEditor	uplugin	Engine/Plugins/MovieScene/MovieSceneTextTrack/MovieSceneTextTrack.uplugin	24
MovieSceneTools	build.cs	Engine/Source/Editor/MovieSceneTools/MovieSceneTools.Build.cs	5
MovieSceneTracks	build.cs	Engine/Source/Runtime/MovieSceneTracks/MovieSceneTracks.Build.cs	5
MsQuic	build.cs	Engine/Source/ThirdParty/MsQuic/MsQuic.Build.cs	9
MsQuicRuntime	uplugin	Engine/Plugins/Runtime/MsQuic/MsQuic.uplugin	31
MultiUserClient	uplugin	Engine/Plugins/Developer/Concert/ConcertApp/MultiUserClient/MultiUserClient.uplugin	19
MultiUserClientLibrary	uplugin	Engine/Plugins/Developer/Concert/ConcertApp/MultiUserClient/MultiUserClient.uplugin	24
MultiUserReplicationEditor	uplugin	Engine/Plugins/Developer/Concert/ConcertApp/MultiUserClient/MultiUserClient.uplugin	29
MultiUserServer	uplugin	Engine/Plugins/Developer/Concert/ConcertApp/MultiUserServer/MultiUserServer.uplugin	21
MutableRuntime	uplugin	Engine/Plugins/Experimental/Mutable/Mutable.uplugin	12
MutableTools	uplugin	Engine/Plugins/Experimental/Mutable/Mutable.uplugin	22
MutableValidation	uplugin	Engine/Plugins/Experimental/Mutable/Mutable.uplugin	27
N10XSourceCodeAccess	uplugin	Engine/Plugins/Developer/N10XSourceCodeAccess/N10XSourceCodeAccess.uplugin	20
NNE	build.cs	Engine/Source/Runtime/NNE/NNE.Build.cs	5
NNEDenoiser	uplugin	Engine/Plugins/Experimental/NNEDenoiser/NNEDenoiser.uplugin	19
NNEDenoiserShaders	uplugin	Engine/Plugins/Experimental/NNEDenoiser/NNEDenoiser.uplugin	24
NNEEditor	build.cs	Engine/Source/Editor/NNEEditor/NNEEditor.Build.cs	5
NNEHlslShaders	uplugin	Engine/Plugins/Experimental/NNERuntimeRDG/NNERuntimeRDG.uplugin	23
NNERuntimeBasicCpu	uplugin	Engine/Plugins/Experimental/NNERuntimeBasicCpu/NNERuntimeBasicCpu.uplugin	20
NNERuntimeIREE	uplugin	Engine/Plugins/Experimental/NNERuntimeIREE/NNERuntimeIREE.uplugin	19
NNERuntimeIREEEditor	uplugin	Engine/Plugins/Experimental/NNERuntimeIREE/NNERuntimeIREE.uplugin	24
NNERuntimeORT	uplugin	Engine/Plugins/NNE/NNERuntimeORT/NNERuntimeORT.uplugin	23
NNERuntimeRDG	uplugin	Engine/Plugins/Experimental/NNERuntimeRDG/NNERuntimeRDG.uplugin	29
NNEUtilities	uplugin	Engine/Plugins/NNE/NNERuntimeORT/NNERuntimeORT.uplugin	29
NUTUnrealEngine	uplugin	Engine/Plugins/NetcodeUnitTest/NUTUnrealEngine/NUTUnrealEngine.uplugin	20
NVAPI	build.cs	Engine/Source/ThirdParty/NVIDIA/nvapi/NVAPI.Build.cs	7
NVAftermath	build.cs	Engine/Source/ThirdParty/NVIDIA/NVaftermath/NVaftermath.Build.cs	7
NVCodecs	uplugin	Engine/Plugins/Experimental/AVCodecs/NVCodecs/NVCodecs.uplugin	18
NVCodecsRHI	uplugin	Engine/Plugins/Experimental/AVCodecs/NVCodecs/NVCodecs.uplugin	27
NVDEC	uplugin	Engine/Plugins/Experimental/AVCodecs/NVCodecs/NVCodecs.uplugin	36
NVENC	uplugin	Engine/Plugins/Experimental/AVCodecs/NVCodecs/NVCodecs.uplugin	45
NVML	build.cs	Engine/Source/ThirdParty/NVIDIA/NVML/NVML.build.cs	7
NaniteBuilder	build.cs	Engine/Source/Developer/NaniteBuilder/NaniteBuilder.Build.cs	6
NaniteDisplacedMesh	uplugin	Engine/Plugins/Experimental/NaniteDisplacedMesh/NaniteDisplacedMesh.uplugin	19
NaniteDisplacedMeshEditor	uplugin	Engine/Plugins/Experimental/NaniteDisplacedMesh/NaniteDisplacedMesh.uplugin	24
NaniteUtilities	build.cs	Engine/Source/Developer/NaniteUtilities/NaniteUtilities.Build.cs	5
Nanosvg	build.cs	Engine/Source/ThirdParty/nanosvg/nanosvg.Build.cs	6
NavCorridor	uplugin	Engine/Plugins/Runtime/NavCorridor/NavCorridor.uplugin	20
NavigationSystem	build.cs	Engine/Source/Runtime/NavigationSystem/NavigationSystem.Build.cs	7
Navmesh	build.cs	Engine/Source/Runtime/Navmesh/Navmesh.Build.cs	5
NearestNeighborModel	uplugin	Engine/Plugins/Animation/MLDeformer/NearestNeighborModel/NearestNeighborModel.uplugin	19
NearestNeighborModelEditor	uplugin	Engine/Plugins/Animation/MLDeformer/NearestNeighborModel/NearestNeighborModel.uplugin	24
NetCommon	build.cs	Engine/Source/Runtime/Net/Common/NetCommon.Build.cs	6
NetCore	build.cs	Engine/Source/Runtime/Net/Core/NetCore.Build.cs	6
NetcodeUnitTest	uplugin	Engine/Plugins/NetcodeUnitTest/NetcodeUnitTest/NetcodeUnitTest.uplugin	20
NetworkFile	build.cs	Engine/Source/Runtime/NetworkFile/NetworkFile.Build.cs	5
NetworkFileSystem	build.cs	Engine/Source/Runtime/NetworkFileSystem/NetworkFileSystem.Build.cs	5
NetworkPrediction	uplugin	Engine/Plugins/Runtime/NetworkPrediction/NetworkPrediction.uplugin	19
NetworkPredictionExtras	uplugin	Engine/Plugins/Runtime/NetworkPredictionExtras/NetworkPredictionExtras.uplugin	19
NetworkPredictionExtrasLatentLoad	uplugin	Engine/Plugins/Runtime/NetworkPredictionExtras/NetworkPredictionExtras.uplugin	24
NetworkPredictionInsights	uplugin	Engine/Plugins/Runtime/NetworkPredictionInsights/NetworkPredictionInsights.uplugin	20
NetworkReplayStreaming	build.cs	Engine/Source/Runtime/NetworkReplayStreaming/NetworkReplayStreaming/NetworkReplayStreaming.Build.cs	5
Networking	build.cs	Engine/Source/Runtime/Networking/Networking.Build.cs	5
NeuralMorphModel	uplugin	Engine/Plugins/Animation/MLDeformer/NeuralMorphModel/NeuralMorphModel.uplugin	19
NeuralMorphModelEditor	uplugin	Engine/Plugins/Animation/MLDeformer/NeuralMorphModel/NeuralMorphModel.uplugin	24
NeuralPostProcessing	uplugin	Engine/Plugins/Experimental/NeuralRendering/NeuralRendering.uplugin	25
NewLevelDialog	build.cs	Engine/Source/Editor/NewLevelDialog/NewLevelDialog.Build.cs	5
Niagara	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	31
NiagaraAnimNotifies	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	36
NiagaraBlueprintNodes	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	51
NiagaraCore	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	26
NiagaraEditor	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	56
NiagaraEditorWidgets	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	61
NiagaraFluids	uplugin	Engine/Plugins/FX/NiagaraFluids/NiagaraFluids.uplugin	19
NiagaraMRQ	uplugin	Engine/Plugins/FX/NiagaraMRQ/NiagaraMRQ.uplugin	20
NiagaraShader	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	41
NiagaraSimCaching	uplugin	Engine/Plugins/FX/NiagaraSimCaching/NiagaraSimCaching.uplugin	20
NiagaraSimCachingEditor	uplugin	Engine/Plugins/FX/NiagaraSimCaching/NiagaraSimCaching.uplugin	25
NiagaraVertexFactories	uplugin	Engine/Plugins/FX/Niagara/Niagara.uplugin	46
NonRealtimeAudioRenderer	build.cs	Engine/Source/Runtime/NonRealtimeAudioRenderer/NonRealtimeAudioRenderer.Build.cs	5
NullDrv	build.cs	Engine/Source/Runtime/NullDrv/NullDrv.Build.cs	5
NullInstallBundleManager	build.cs	Engine/Source/Runtime/NullInstallBundleManager/NullInstallBundleManager.build.cs	5
NullNetworkReplayStreaming	build.cs	Engine/Source/Runtime/NetworkReplayStreaming/NullNetworkReplayStreaming/NullNetworkReplayStreaming.build.cs	5
NullSourceCodeAccess	uplugin	Engine/Plugins/Developer/NullSourceCodeAccess/NullSourceCodeAccess.uplugin	20
OSC	uplugin	Engine/Plugins/Runtime/OSC/OSC.uplugin	20
OSCModulationMixing	uplugin	Engine/Plugins/Runtime/OSCModulationMixing/OSCModulationMixing.uplugin	31
ObjectMixerEditor	uplugin	Engine/Plugins/Editor/ObjectMixer/ObjectMixer/ObjectMixer.uplugin	20
OculusOpenXRLoader	build.cs	Engine/Source/ThirdParty/Oculus/OculusOpenXRLoader/OculusOpenXRLoader.build.cs	6
OneSkyLocalizationService	uplugin	Engine/Plugins/Developer/OneSkyLocalizationService/OneSkyLocalizationService.uplugin	20
OnlineBase	uplugin	Engine/Plugins/Online/OnlineBase/OnlineBase.uplugin	15
OnlineBlueprintSupport	uplugin	Engine/Plugins/Online/OnlineSubsystemUtils/OnlineSubsystemUtils.uplugin	20
OnlineServicesCommon	uplugin	Engine/Plugins/Online/OnlineServices/OnlineServices.uplugin	20
OnlineServicesCommonEngineUtils	uplugin	Engine/Plugins/Online/OnlineServices/OnlineServices.uplugin	25
OnlineServicesEOS	uplugin	Engine/Plugins/Online/OnlineServicesEOS/OnlineServicesEOS.uplugin	15
OnlineServicesEOSGS	uplugin	Engine/Plugins/Online/OnlineServicesEOSGS/OnlineServicesEOSGS.uplugin	15
OnlineServicesInterface	uplugin	Engine/Plugins/Online/OnlineServices/OnlineServices.uplugin	15
OnlineServicesNull	uplugin	Engine/Plugins/Online/OnlineServicesNull/OnlineServicesNull.uplugin	15
OnlineServicesOSSAdapter	uplugin	Engine/Plugins/Online/OnlineServicesOSSAdapter/OnlineServicesOSSAdapter.uplugin	15
OnlineSubsystem	uplugin	Engine/Plugins/Online/OnlineSubsystem/OnlineSubsystem.uplugin	15
OnlineSubsystemAmazon	uplugin	Engine/Plugins/Online/OnlineSubsystemAmazon/OnlineSubsystemAmazon.uplugin	15
OnlineSubsystemApple	uplugin	Engine/Plugins/Online/OnlineSubsystemApple/OnlineSubsystemApple.uplugin	20
OnlineSubsystemEOS	uplugin	Engine/Plugins/Online/OnlineSubsystemEOS/OnlineSubsystemEOS.uplugin	16
OnlineSubsystemEOSPlus	uplugin	Engine/Plugins/Online/OnlineSubsystemEOS/OnlineSubsystemEOS.uplugin	27
OnlineSubsystemFacebook	uplugin	Engine/Plugins/Online/OnlineSubsystemFacebook/OnlineSubsystemFacebook.uplugin	15
OnlineSubsystemGoogle	uplugin	Engine/Plugins/Online/OnlineSubsystemGoogle/OnlineSubsystemGoogle.uplugin	15
OnlineSubsystemGooglePlay	uplugin	Engine/Plugins/Online/Android/OnlineSubsystemGooglePlay/OnlineSubsystemGooglePlay.uplugin	17
OnlineSubsystemIOS	uplugin	Engine/Plugins/Online/IOS/OnlineSubsystemIOS/OnlineSubsystemIOS.uplugin	18
OnlineSubsystemNull	uplugin	Engine/Plugins/Online/OnlineSubsystemNull/OnlineSubsystemNull.uplugin	15
OnlineSubsystemOculus	uplugin	Engine/Plugins/Online/OnlineSubsystemOculus/OnlineSubsystemOculus.uplugin	19
OnlineSubsystemSteam	uplugin	Engine/Plugins/Online/OnlineSubsystemSteam/OnlineSubsystemSteam.uplugin	15
OnlineSubsystemTencent	uplugin	Engine/Plugins/Online/OnlineSubsystemTencent/OnlineSubsystemTencent.uplugin	15
OnlineSubsystemUtils	uplugin	Engine/Plugins/Online/OnlineSubsystemUtils/OnlineSubsystemUtils.uplugin	15
OodleDataCompression	build.cs	Engine/Source/Runtime/OodleDataCompression/OodleDataCompression.Build.cs	10
OodleNetworkHandlerComponent	uplugin	Engine/Plugins/Compression/OodleNetwork/OodleNetwork.uplugin	18
OpenCVHelper	uplugin	Engine/Plugins/Runtime/OpenCV/OpenCV.uplugin	19
OpenCVLensCalibration	uplugin	Engine/Plugins/Compositing/OpenCVLensDistortion/OpenCVLensDistortion.uplugin	25
OpenCVLensDistortion	uplugin	Engine/Plugins/Compositing/OpenCVLensDistortion/OpenCVLensDistortion.uplugin	35
OpenColorIO	uplugin	Engine/Plugins/Compositing/OpenColorIO/OpenColorIO.uplugin	19
OpenColorIOEditor	uplugin	Engine/Plugins/Compositing/OpenColorIO/OpenColorIO.uplugin	24
OpenColorIOLib	build.cs	Engine/Source/ThirdParty/OpenColorIO/OpenColorIOLib.Build.cs	6
OpenColorIOWrapper	build.cs	Engine/Source/Runtime/OpenColorIOWrapper/OpenColorIOWrapper.Build.cs	5
OpenExrWrapper	uplugin	Engine/Plugins/Media/ImgMedia/ImgMedia.uplugin	45
OpenGL	build.cs	Engine/Source/ThirdParty/OpenGL/OpenGL.Build.cs	4
OpenGLDrv	build.cs	Engine/Source/Runtime/OpenGLDrv/OpenGLDrv.Build.cs	7
OpenImageDenoise	uplugin	Engine/Plugins/Experimental/OpenImageDenoise/OpenImageDenoise.uplugin	20
OpenSSL	build.cs	Engine/Source/ThirdParty/OpenSSL/OpenSSL.Build.cs	6
OpenSubdiv	build.cs	Engine/Source/ThirdParty/OpenSubdiv/OpenSubdiv.Build.cs	6
OpenVDB	build.cs	Engine/Source/ThirdParty/OpenVDB/OpenVDB.Build.cs	8
OpenXR	build.cs	Engine/Source/ThirdParty/OpenXR/OpenXR.Build.cs	7
OpenXRAR	uplugin	Engine/Plugins/Runtime/OpenXR/OpenXR.uplugin	46
OpenXREditor	uplugin	Engine/Plugins/Runtime/OpenXR/OpenXR.uplugin	57
OpenXREyeTracker	uplugin	Engine/Plugins/Runtime/OpenXREyeTracker/OpenXREyeTracker.uplugin	24
OpenXRHMD	uplugin	Engine/Plugins/Runtime/OpenXR/OpenXR.uplugin	24
OpenXRHandTracking	uplugin	Engine/Plugins/Runtime/OpenXRHandTracking/OpenXRHandTracking.uplugin	24
OpenXRHandTrackingEditor	uplugin	Engine/Plugins/Runtime/OpenXRHandTracking/OpenXRHandTracking.uplugin	35
OpenXRInput	uplugin	Engine/Plugins/Runtime/OpenXR/OpenXR.uplugin	35
OpenXRMsftHandInteraction	uplugin	Engine/Plugins/Runtime/OpenXRMsftHandInteraction/OpenXRMsftHandInteraction.uplugin	23
OpenXRViveTracker	uplugin	Engine/Plugins/Runtime/OpenXRViveTracker/OpenXRViveTracker.uplugin	24
OperatorStackEditor	uplugin	Engine/Plugins/Experimental/OperatorStack/OperatorStack.uplugin	18
OptiXDenoise	uplugin	Engine/Plugins/Experimental/OptiXDenoise/OptiXDenoise.uplugin	21
OptimusCore	uplugin	Engine/Plugins/Animation/DeformerGraph/DeformerGraph.uplugin	28
OptimusDeveloper	uplugin	Engine/Plugins/Animation/DeformerGraph/DeformerGraph.uplugin	37
OptimusEditor	uplugin	Engine/Plugins/Animation/DeformerGraph/DeformerGraph.uplugin	46
OptimusSettings	uplugin	Engine/Plugins/Animation/DeformerGraph/DeformerGraph.uplugin	19
OptionalMobileFeaturesBPLibrary	uplugin	Engine/Plugins/Runtime/OptionalMobileFeaturesBPLibrary/OptionalMobileFeaturesBPLibrary.uplugin	19
OpusAudioDecoder	build.cs	Engine/Source/Runtime/OpusAudioDecoder/Module/OpusAudioDecoder.Build.cs	5
OpusDecoderElectra	uplugin	Engine/Plugins/Media/OpusDecoderElectra/OpusDecoderElectra.uplugin	16
OutputLog	build.cs	Engine/Source/Developer/OutputLog/OutputLog.Build.cs	5
Overlay	build.cs	Engine/Source/Runtime/Overlay/Overlay.Build.cs	5
OverlayEditor	build.cs	Engine/Source/Editor/OverlayEditor/OverlayEditor.Build.cs	5
PBIK	uplugin	Engine/Plugins/Experimental/FullBodyIK/FullBodyIK.uplugin	30
PCG	uplugin	Engine/Plugins/PCG/PCG.uplugin	19
PCGBiomeCore	uplugin	Engine/Plugins/Experimental/PCGBiomeCore/PCGBiomeCore.uplugin	20
PCGCompute	uplugin	Engine/Plugins/PCG/PCG.uplugin	29
PCGEditor	uplugin	Engine/Plugins/PCG/PCG.uplugin	24
PCGExternalDataInterop	uplugin	Engine/Plugins/PCGExternalDataInterop/PCGExternalDataInterop.uplugin	19
PCGExternalDataInteropEditor	uplugin	Engine/Plugins/PCGExternalDataInterop/PCGExternalDataInterop.uplugin	24
PCGGeometryScriptInterop	uplugin	Engine/Plugins/PCGGeometryScriptInterop/PCGGeometryScriptInterop.uplugin	19
PCGWaterInterop	uplugin	Engine/Plugins/Experimental/PCGWaterInterop/PCGWaterInterop.uplugin	20
PFMExporter	uplugin	Engine/Plugins/Runtime/WarpUtils/WarpUtils.uplugin	19
PIEPreviewDeviceProfileSelector	build.cs	Engine/Source/Editor/PIEPreviewDeviceProfileSelector/PIEPreviewDeviceProfileSelector.Build.cs	5
PIEPreviewDeviceSpecification	build.cs	Engine/Source/Editor/PIEPreviewDeviceSpecification/PIEPreviewDeviceSpecification.Build.cs	5
PLCrashReporter	build.cs	Engine/Source/ThirdParty/PLCrashReporter/PLCrashReporter.Build.cs	6
PListEditor	build.cs	Engine/Source/Editor/PListEditor/PListEditor.Build.cs	5
PPMChainGraph	uplugin	Engine/Plugins/Experimental/PostProcessMaterialChainGraph/PostProcessMaterialChainGraph.uplugin	19
PPMChainGraphEditor	uplugin	Engine/Plugins/Experimental/PostProcessMaterialChainGraph/PostProcessMaterialChainGraph.uplugin	24
PackagesDialog	build.cs	Engine/Source/Editor/PackagesDialog/PackagesDialog.Build.cs	5
PacketHandler	build.cs	Engine/Source/Runtime/PacketHandlers/PacketHandler/PacketHandler.Build.cs	6
PakFile	build.cs	Engine/Source/Runtime/PakFile/PakFile.Build.cs	5
PakFileUtilities	build.cs	Engine/Source/Developer/PakFileUtilities/PakFileUtilities.Build.cs	5
PanoramicCapture	uplugin	Engine/Plugins/Experimental/PanoramicCapture/PanoramicCapture.uplugin	19
Paper2D	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	20
Paper2DEditor	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	25
PaperSpriteSheetImporter	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	30
PaperTiledImporter	uplugin	Engine/Plugins/2D/Paper2D/Paper2D.uplugin	35
ParametricSurface	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	139
ParametricSurfaceExtension	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	130
Party	uplugin	Engine/Plugins/Online/OnlineFramework/OnlineFramework.uplugin	19
PatchCheck	uplugin	Engine/Plugins/Online/OnlineFramework/OnlineFramework.uplugin	27
